ID	X	Y
cell_837	16689.9362231635	24793.4576873717
cell_6743	565.15939792111	44763.2311988632
cell_5647	4917.57395744633	43746.6898659218
cell_3911	9388.49425908333	32719.8562479133
cell_4612	6382.08601711521	43415.344196267
cell_3487	9667.56031135124	42618.160725438
cell_41	21323.0777379607	37337.0942885803
cell_2750	14399.9227557679	18897.5722004172
cell_3859	10642.3047586027	32347.1513598766
cell_5898	3570.7111960386	41307.0135967658
cell_1518	17139.7379350602	4425.3276395119
cell_3910	9397.35060880422	32795.4573672483
cell_7835	245.381369917239	28003.8396572991
cell_3380	12573.0017825706	42262.8099736614
cell_3664	10697.1066970562	36352.3640393839
cell_5768	1768.02387364458	46082.8928484069
cell_1085	16876.2613215035	16501.9666801086
cell_2051	14298.5509036654	32285.5207275405
cell_3747	8865.42381096009	36832.7497503333
cell_221	20036.3543342778	36816.7058894766
cell_5699	3327.69674170542	45803.3809944857
cell_312	17365.6543519525	34750.3642364805
cell_4350	10638.9164526073	21510.5202937199
cell_3316	10383.7591180045	44104.891744948
cell_805	17482.7575203296	26431.1460281394
cell_4319	11594.5406421742	20572.6639216004
cell_2714	16543.475162188	17358.4912774479
cell_2226	14497.3267708364	30154.9610194096
cell_4348	10758.4236286142	21635.2674589755
cell_3168	15521.5235280779	5998.0065826428
cell_3888	10007.6430978585	35255.275548755
cell_4681	9097.53706076902	43105.6527616689
cell_3412	11538.013773486	40439.9956966307
cell_189	21016.1786269722	36538.1227255296
cell_1402	19965.0832463652	4072.35827392033
cell_7068	540.001877208753	41242.451486425
cell_3352	8785.89047216205	46439.0666622454
cell_4769	7009.25964942276	39311.6656151613
cell_4346	10909.9527316001	19876.2194581429
cell_1403	19931.7884613315	5037.37589923973
cell_4723	8034.39922276436	41615.0494814312
cell_5204	6477.21732744049	35181.0280708274
cell_2338	16689.9362231635	24793.4576873717
cell_1033	18406.8472610396	16900.3820952138
cell_5119	8263.90550034742	32792.8697466933
cell_3208	14836.9017758222	2496.7109462584
cell_5824	5303.44587780012	41417.1693648456
cell_4950	7733.72549783853	36825.7786640978
cell_5531	5523.04798849619	26530.8913951081
cell_2702	16876.2613215035	16501.9666801086
cell_5040	5192.31367615047	34710.964687513
cell_3242	14054.171404895	1803.5354793795
cell_558	17188.3008703565	33024.9605530975
cell_3604	11973.8135805144	37317.6971428527
cell_5567	8626.67656066005	22483.5219544782
cell_4691	8869.46901908637	40329.9808230706
cell_5663	4390.92066319961	44895.7956084305
cell_1522	17087.1374207159	3351.62354740714
cell_3191	15156.5958241537	141.482224259162
cell_2001	15438.5800580675	32526.7666825943
cell_7822	786.273860883794	28111.1499827968
cell_1636	14198.9917566713	40032.0233495836
cell_1	21619.7514874638	39606.645527442
cell_3083	17087.1374207159	3351.62354740714
cell_37	21627.9557670788	34892.742699465
cell_2733	15588.2479890796	16230.8244445351
cell_4920	8477.50785688509	36887.4898726773
cell_5506	6720.182596698	25545.8305361639
cell_665	18490.5528073378	30751.4481926208
cell_2471	14128.4035471977	24750.6375099811
cell_1250	20391.5100666256	9442.45926935793
cell_5146	7718.38105360824	33785.9974199995
