CellID	ClusterName	ClusterID	Region
cell_3708	pyramidal_L4	4	Layer 4
cell_1836	pyramidal_L4	4	Layer 4
cell_7053	pyramidal_L4	4	Layer 4
cell_4835	pyramidal_L4	4	Layer 4
cell_1881	pyramidal_L4	4	Layer 2-3 medial
cell_5011	pyramidal_L4	4	Layer 4
cell_1958	pyramidal_L4	4	Layer 4
cell_4966	pyramidal_L4	4	Layer 4
cell_4936	pyramidal_L4	4	Layer 4
cell_3760	pyramidal_L4	4	Layer 4
cell_2106	pyramidal_L4	4	Layer 4
cell_2065	pyramidal_L4	4	Layer 4
cell_2331	pyramidal_L4	4	Layer 6
cell_5895	pyramidal_L4	4	Layer 4
cell_5775	pyramidal_L4	4	Layer 2-3 medial
cell_3723	pyramidal_L4	4	Layer 4
cell_485	pyramidal_L4	4	Layer 4
cell_1779	pyramidal_L4	4	Layer 4
cell_496	pyramidal_L4	4	Layer 3-4
cell_1786	pyramidal_L4	4	Layer 4
cell_5890	pyramidal_L4	4	Layer 4
cell_4798	pyramidal_L4	4	Layer 4
cell_5900	pyramidal_L4	4	Layer 4
cell_2055	pyramidal_L4	4	Layer 4
cell_1890	pyramidal_L4	4	Layer 4
cell_1723	pyramidal_L4	4	Layer 3-4
cell_4816	pyramidal_L4	4	Layer 4
cell_369	pyramidal_L4	4	Layer 4
cell_110	pyramidal_L4	4	Layer 4
cell_3712	pyramidal_L4	4	Layer 4
cell_5004	pyramidal_L4	4	Layer 4
cell_626	pyramidal_L4	4	Layer 4
cell_3722	pyramidal_L4	4	Layer 4
cell_144	pyramidal_L4	4	Layer 4
cell_676	pyramidal_L4	4	Layer 4
cell_471	pyramidal_L4	4	Layer 4
cell_446	pyramidal_L4	4	Layer 4
cell_1952	pyramidal_L4	4	Layer 4
cell_562	pyramidal_L4	4	Layer 4
cell_1985	pyramidal_L4	4	Layer 4
cell_1787	pyramidal_L4	4	Layer 4
cell_5887	pyramidal_L4	4	Layer 4
cell_3647	pyramidal_L4	4	Layer 3-4
cell_522	pyramidal_L4	4	Layer 4
cell_7047	pyramidal_L4	4	Layer 4
cell_6038	pyramidal_L4	4	Layer 4
cell_544	pyramidal_L4	4	Layer 4
cell_1997	pyramidal_L4	4	Layer 4
cell_2307	pyramidal_L4	4	Layer 6
cell_1965	pyramidal_L4	4	Layer 4
cell_4834	pyramidal_L4	4	Layer 4
cell_612	pyramidal_L4	4	Layer 4
cell_3655	pyramidal_L4	4	Layer 4
cell_3551	pyramidal_L4	4	Layer 4
cell_2087	pyramidal_L4	4	Layer 4
cell_118	pyramidal_L4	4	Layer 4
cell_4767	pyramidal_L4	4	Layer 4
cell_583	pyramidal_L4	4	Layer 4
cell_738	pyramidal_L4	4	Layer 4
cell_4714	pyramidal_L4	4	Layer 4
cell_2120	pyramidal_L4	4	Layer 4
cell_2000	pyramidal_L4	4	Layer 4
cell_418	pyramidal_L4	4	Layer 4
cell_1763	pyramidal_L4	4	Layer 4
cell_682	pyramidal_L4	4	Layer 4
cell_600	pyramidal_L4	4	Layer 4
cell_1995	pyramidal_L4	4	Layer 4
cell_5825	pyramidal_L4	4	Layer 4
cell_3563	pyramidal_L4	4	Layer 4
cell_1770	pyramidal_L4	4	Layer 4
cell_3815	pyramidal_L4	4	Layer 4
cell_5828	pyramidal_L4	4	Layer 4
cell_2067	pyramidal_L4	4	Layer 4
cell_472	pyramidal_L4	4	Layer 4
cell_3582	pyramidal_L4	4	Layer 4
cell_1943	pyramidal_L4	4	Layer 4
cell_142	pyramidal_L4	4	Layer 4
cell_435	pyramidal_L4	4	Layer 4
cell_1983	pyramidal_L4	4	Layer 4
cell_640	pyramidal_L4	4	Layer 4
cell_615	pyramidal_L4	4	Layer 4
cell_4781	pyramidal_L4	4	Layer 4
cell_4992	pyramidal_L4	4	Layer 4
cell_1978	pyramidal_L4	4	Layer 4
cell_4732	pyramidal_L4	4	Layer 4
cell_4941	pyramidal_L4	4	Layer 4
cell_1960	pyramidal_L4	4	Layer 4
cell_506	pyramidal_L4	4	Layer 4
cell_710	pyramidal_L4	4	Layer 4
cell_633	pyramidal_L4	4	Layer 4
cell_2045	pyramidal_L4	4	Layer 4
cell_541	pyramidal_L4	4	Layer 4
cell_481	pyramidal_L4	4	Layer 4
cell_4776	pyramidal_L4	4	Layer 4
cell_667	pyramidal_L4	4	Layer 4
cell_4867	pyramidal_L4	4	Layer 4
cell_490	pyramidal_L4	4	Layer 4
cell_631	pyramidal_L4	4	Layer 4
cell_3562	pyramidal_L4	4	Layer 4
cell_610	pyramidal_L4	4	Layer 4
cell_3763	pyramidal_L4	4	Layer 4
cell_2053	pyramidal_L4	4	Layer 4
cell_1801	pyramidal_L4	4	Layer 4
cell_613	pyramidal_L4	4	Layer 4
cell_445	pyramidal_L4	4	Layer 4
cell_2193	pyramidal_L4	4	Layer 6
cell_2056	pyramidal_L4	4	Layer 4
cell_1824	pyramidal_L4	4	Layer 4
cell_5912	pyramidal_L4	4	Layer 4
cell_514	pyramidal_L4	4	Layer 4
cell_5842	pyramidal_L4	4	Layer 4
cell_2274	pyramidal_L4	4	Layer 6
cell_5995	pyramidal_L4	4	Layer 4
cell_4953	pyramidal_L4	4	Layer 4
cell_681	pyramidal_L4	4	Layer 4
cell_4778	pyramidal_L4	4	Layer 4
cell_495	pyramidal_L4	4	Layer 4
cell_4927	pyramidal_L4	4	Layer 4
cell_552	pyramidal_L4	4	Layer 4
cell_453	pyramidal_L4	4	Layer 4
cell_4779	pyramidal_L4	4	Layer 4
cell_5003	pyramidal_L4	4	Layer 4
cell_1784	pyramidal_L4	4	Layer 4
cell_5921	pyramidal_L4	4	Layer 4
cell_7046	pyramidal_L4	4	Layer 4
cell_3798	pyramidal_L4	4	Layer 5
cell_6029	pyramidal_L4	4	Layer 4
cell_598	pyramidal_L4	4	Layer 4
cell_388	pyramidal_L4	4	Layer 4
cell_1989	pyramidal_L4	4	Layer 4
cell_3686	pyramidal_L4	4	Layer 4
cell_2094	pyramidal_L4	4	Layer 4
cell_451	pyramidal_L4	4	Layer 4
cell_593	pyramidal_L4	4	Layer 4
cell_3704	pyramidal_L4	4	Layer 4
cell_3646	pyramidal_L4	4	Layer 4
cell_4902	pyramidal_L4	4	Layer 4
cell_1728	pyramidal_L4	4	Layer 3-4
cell_5949	pyramidal_L4	4	Layer 4
cell_2043	pyramidal_L4	4	Layer 4
cell_669	pyramidal_L4	4	Layer 4
cell_745	pyramidal_L4	4	Layer 4
cell_1986	pyramidal_L4	4	Layer 4
cell_2069	pyramidal_L4	4	Layer 4
cell_526	pyramidal_L4	4	Layer 4
cell_659	pyramidal_L4	4	Layer 4
cell_7049	pyramidal_L4	4	Layer 4
cell_5014	pyramidal_L4	4	Layer 4
cell_1762	pyramidal_L4	4	Layer 4
cell_6265	Pyramidal_L5	12	Layer 6
cell_2155	Pyramidal_L5	12	Layer 6
cell_820	Pyramidal_L5	12	Layer 6
cell_5017	Pyramidal_L5	12	Layer 4
cell_6145	Pyramidal_L5	12	Layer 6
cell_6144	Pyramidal_L5	12	Layer 4
cell_5273	Pyramidal_L5	12	Layer 6
cell_3588	Pyramidal_L5	12	Layer 4
cell_6057	Pyramidal_L5	12	Layer 5
cell_5087	Pyramidal_L5	12	Layer 5
cell_5235	Pyramidal_L5	12	Layer 6
cell_2387	Pyramidal_L5	12	Layer 6
cell_5009	Pyramidal_L5	12	Layer 4
cell_3980	Pyramidal_L5	12	Layer 6
cell_2256	Pyramidal_L5	12	Layer 6
cell_6276	Pyramidal_L5	12	Layer 6
cell_2134	Pyramidal_L5	12	Layer 5
cell_5049	Pyramidal_L5	12	Layer 6
cell_5066	Pyramidal_L5	12	Layer 6
cell_3811	Pyramidal_L5	12	Layer 4
cell_7335	Pyramidal_L5	12	Layer 5
cell_6269	Pyramidal_L5	12	Layer 6
cell_5225	Pyramidal_L5	12	Layer 6
cell_6277	Pyramidal_L5	12	Layer 6
cell_2321	Pyramidal_L5	12	Layer 6
cell_3953	Pyramidal_L5	12	Layer 6
cell_3871	Pyramidal_L5	12	Layer 6
cell_7652	Pyramidal_L5	12	Layer 6
cell_6359	Pyramidal_L5	12	Layer 6
cell_5254	Pyramidal_L5	12	Layer 6
cell_6423	Pyramidal_L5	12	Layer 6
cell_4964	Pyramidal_L5	12	Layer 4
cell_2090	Pyramidal_L5	12	Layer 5
cell_7072	Pyramidal_L5	12	Layer 4
cell_5041	Pyramidal_L5	12	Layer 6
cell_5229	Pyramidal_L5	12	Layer 6
cell_810	Pyramidal_L5	12	Layer 6
cell_3812	Pyramidal_L5	12	Layer 5
cell_6215	Pyramidal_L5	12	Layer 5
cell_6074	Pyramidal_L5	12	Layer 5
cell_6115	Pyramidal_L5	12	Layer 5
cell_7633	Pyramidal_L5	12	Layer 6
cell_2234	Pyramidal_L5	12	Layer 6
cell_2231	Pyramidal_L5	12	Layer 6
cell_3701	Pyramidal_L5	12	Layer 5
cell_5125	Pyramidal_L5	12	Layer 6
cell_673	Pyramidal_L5	12	Layer 4
cell_4079	Pyramidal_L5	12	Layer 6
cell_6089	Pyramidal_L5	12	Layer 5
cell_5517	Pyramidal_L5	12	Hippocampus
cell_5409	Pyramidal_L5	12	Layer 6
cell_2190	Pyramidal_L5	12	Layer 6
cell_4128	Pyramidal_L5	12	Layer 6
cell_3813	Pyramidal_L5	12	Layer 4
cell_6149	Pyramidal_L5	12	Layer 5
cell_2405	Pyramidal_L5	12	Layer 6
cell_1823	Pyramidal_L5	12	Layer 3-4
cell_894	Pyramidal_L5	12	Layer 6
cell_6152	Pyramidal_L5	12	Layer 6
cell_2498	Pyramidal_L5	12	Layer 6
cell_6447	Pyramidal_L5	12	White matter
cell_5210	Pyramidal_L5	12	Layer 6
cell_6335	Pyramidal_L5	12	Layer 6
cell_5242	Pyramidal_L5	12	Layer 6
cell_6052	Pyramidal_L5	12	Layer 4
cell_6062	Pyramidal_L5	12	Layer 5
cell_2501	Pyramidal_L5	12	Layer 6
cell_5509	Pyramidal_L5	12	Hippocampus
cell_3850	Pyramidal_L5	12	Layer 5
cell_5149	Pyramidal_L5	12	Layer 6
cell_6243	Pyramidal_L5	12	Layer 6
cell_4994	Pyramidal_L5	12	Layer 5
cell_5052	Pyramidal_L5	12	Layer 5
cell_3818	Pyramidal_L5	12	Layer 4
cell_3709	Pyramidal_L5	12	Layer 5
cell_6121	Pyramidal_L5	12	Layer 6
cell_7034	Pyramidal_L5	12	Layer 4
cell_3983	Pyramidal_L5	12	Layer 6
cell_3756	Pyramidal_L5	12	Layer 5
cell_6194	Pyramidal_L5	12	Layer 5
cell_6297	Pyramidal_L5	12	Layer 6
cell_4924	Pyramidal_L5	12	Layer 5
cell_7359	Pyramidal_L5	12	Layer 5
cell_4116	Pyramidal_L5	12	Layer 6
cell_3917	Pyramidal_L5	12	Layer 6
cell_2239	Pyramidal_L5	12	Layer 6
cell_7333	Pyramidal_L5	12	Layer 5
cell_3861	Pyramidal_L5	12	Layer 5
cell_720	Pyramidal_L5	12	Layer 5
cell_956	Pyramidal_L5	12	Layer 6
cell_7347	Pyramidal_L5	12	Layer 5
cell_5474	Pyramidal_L5	12	Hippocampus
cell_4353	Pyramidal_L5	12	Hippocampus
cell_5883	Pyramidal_L5	12	Layer 4
cell_3900	Pyramidal_L5	12	Layer 5
cell_4114	Pyramidal_L5	12	Layer 6
cell_5435	Pyramidal_L5	12	White matter
cell_7369	Pyramidal_L5	12	Layer 6
cell_5192	Pyramidal_L5	12	Layer 6
cell_6114	Pyramidal_L5	12	Layer 5
cell_4820	Pyramidal_L5	12	Layer 2-3 medial
cell_5207	Pyramidal_L5	12	Layer 6
cell_5117	Pyramidal_L5	12	Layer 5
cell_6173	Pyramidal_L5	12	Layer 4
cell_5042	Pyramidal_L5	12	Layer 4
cell_4272	Pyramidal_L5	12	Hippocampus
cell_4105	Pyramidal_L5	12	Layer 6
cell_3884	Pyramidal_L5	12	Layer 6
cell_3889	Pyramidal_L5	12	Layer 6
cell_5008	Pyramidal_L5	12	Layer 5
cell_3845	Pyramidal_L5	12	Layer 6
cell_4905	Pyramidal_L5	12	Layer 5
cell_6358	Pyramidal_L5	12	Layer 6
cell_3939	Pyramidal_L5	12	Layer 6
cell_2287	Pyramidal_L5	12	Layer 6
cell_6192	Pyramidal_L5	12	Layer 6
cell_6178	Pyramidal_L5	12	Layer 6
cell_6203	Pyramidal_L5	12	Layer 5
cell_6163	Pyramidal_L5	12	Layer 5
cell_3879	Pyramidal_L5	12	Layer 5
cell_4077	Pyramidal_L5	12	Layer 6
cell_4000	Pyramidal_L5	12	Layer 6
cell_2322	Pyramidal_L5	12	Layer 6
cell_6281	Pyramidal_L5	12	Layer 6
cell_786	Pyramidal_L5	12	Layer 4
cell_3894	Pyramidal_L5	12	Layer 5
cell_6123	Pyramidal_L5	12	Layer 5
cell_5183	Pyramidal_L5	12	Layer 6
cell_6155	Pyramidal_L5	12	Layer 5
cell_5088	Pyramidal_L5	12	Layer 6
cell_6061	Pyramidal_L5	12	Layer 4
cell_6291	Pyramidal_L5	12	Layer 6
cell_6095	Pyramidal_L5	12	Layer 4
cell_6137	Pyramidal_L5	12	Layer 5
cell_5022	Pyramidal_L5	12	Layer 4
cell_3892	Pyramidal_L5	12	Layer 6
cell_2151	Pyramidal_L5	12	Layer 6
cell_4019	Pyramidal_L5	12	Layer 6
cell_6093	Pyramidal_L5	12	Layer 5
cell_5160	Pyramidal_L5	12	Layer 6
cell_3855	Pyramidal_L5	12	Layer 5
cell_7344	Pyramidal_L5	12	Layer 6
cell_5116	Pyramidal_L5	12	Layer 6
cell_5568	Pyramidal_L5	12	Hippocampus
cell_3846	Pyramidal_L5	12	Layer 5
cell_5347	Pyramidal_L5	12	Layer 6
cell_3938	Pyramidal_L5	12	Layer 5
cell_5114	Pyramidal_L5	12	Layer 6
cell_2192	Pyramidal_L5	12	Layer 6
cell_2265	Pyramidal_L5	12	Layer 6
cell_2271	Pyramidal_L5	12	Layer 6
cell_3841	Pyramidal_L5	12	Layer 5
cell_6016	Pyramidal_L5	12	Layer 4
cell_864	Pyramidal_L5	12	Layer 6
cell_6201	Pyramidal_L5	12	Layer 5
cell_4420	Pyramidal_L5	12	White matter
cell_5051	Pyramidal_L5	12	Layer 4
cell_3852	Pyramidal_L5	12	Layer 6
cell_6025	Pyramidal_L5	12	Layer 4
cell_3837	Pyramidal_L5	12	Layer 6
cell_3833	Pyramidal_L5	12	Layer 4
cell_7354	Pyramidal_L5	12	Layer 6
cell_7375	Pyramidal_L5	12	Layer 5
cell_5209	Pyramidal_L5	12	Layer 6
cell_3840	Pyramidal_L5	12	Layer 6
cell_6112	Pyramidal_L5	12	Layer 5
cell_3832	Pyramidal_L5	12	Layer 6
cell_6278	Pyramidal_L5	12	Layer 6
cell_3930	Pyramidal_L5	12	Layer 6
cell_821	Pyramidal_L5	12	Layer 6
cell_5162	Pyramidal_L5	12	Layer 6
cell_2325	Pyramidal_L6	1	Layer 6
cell_2400	Pyramidal_L6	1	Layer 6
cell_2573	Pyramidal_L6	1	Layer 6
cell_4008	Pyramidal_L6	1	Layer 6
cell_4028	Pyramidal_L6	1	Layer 6
cell_7381	Pyramidal_L6	1	Layer 6
cell_2367	Pyramidal_L6	1	Layer 6
cell_5188	Pyramidal_L6	1	Layer 6
cell_6239	Pyramidal_L6	1	Layer 6
cell_4112	Pyramidal_L6	1	Layer 6
cell_4154	Pyramidal_L6	1	Layer 6
cell_4090	Pyramidal_L6	1	Layer 6
cell_3985	Pyramidal_L6	1	Layer 6
cell_6417	Pyramidal_L6	1	Layer 6
cell_2429	Pyramidal_L6	1	Layer 6
cell_2583	Pyramidal_L6	1	Layer 6
cell_6271	Pyramidal_L6	1	Layer 6
cell_120	Pyramidal_L6	1	Layer 3-4
cell_6292	Pyramidal_L6	1	Layer 6
cell_2301	Pyramidal_L6	1	Layer 6
cell_4169	Pyramidal_L6	1	Layer 6
cell_2446	Pyramidal_L6	1	Layer 6
cell_4130	Pyramidal_L6	1	Layer 6
cell_898	Pyramidal_L6	1	Layer 6
cell_5245	Pyramidal_L6	1	Layer 6
cell_6316	Pyramidal_L6	1	Layer 6
cell_2572	Pyramidal_L6	1	Layer 6
cell_4097	Pyramidal_L6	1	Layer 6
cell_911	Pyramidal_L6	1	Layer 6
cell_3994	Pyramidal_L6	1	Layer 6
cell_849	Pyramidal_L6	1	Layer 6
cell_4106	Pyramidal_L6	1	Layer 6
cell_5170	Pyramidal_L6	1	Layer 6
cell_2346	Pyramidal_L6	1	Layer 6
cell_4015	Pyramidal_L6	1	Layer 6
cell_2401	Pyramidal_L6	1	Layer 6
cell_7362	Pyramidal_L6	1	Layer 6
cell_4091	Pyramidal_L6	1	Layer 6
cell_6246	Pyramidal_L6	1	Layer 6
cell_928	Pyramidal_L6	1	Layer 6
cell_6319	Pyramidal_L6	1	Layer 6
cell_4141	Pyramidal_L6	1	Layer 6
cell_886	Pyramidal_L6	1	Layer 6
cell_4145	Pyramidal_L6	1	Layer 6
cell_7654	Pyramidal_L6	1	Layer 6
cell_2194	Pyramidal_L6	1	Layer 6
cell_5226	Pyramidal_L6	1	Layer 6
cell_3984	Pyramidal_L6	1	Layer 6
cell_6280	Pyramidal_L6	1	Layer 6
cell_2576	Pyramidal_L6	1	Layer 6
cell_6416	Pyramidal_L6	1	White matter
cell_6341	Pyramidal_L6	1	Layer 6
cell_2326	Pyramidal_L6	1	Layer 6
cell_792	Pyramidal_L6	1	Layer 6
cell_4175	Pyramidal_L6	1	Layer 6
cell_5405	Pyramidal_L6	1	Layer 6
cell_6414	Pyramidal_L6	1	Layer 6
cell_4103	Pyramidal_L6	1	Layer 6
cell_5194	Pyramidal_L6	1	Layer 6
cell_4195	Pyramidal_L6	1	Layer 6
cell_798	Pyramidal_L6	1	Layer 6
cell_6355	Pyramidal_L6	1	Layer 6
cell_6329	Pyramidal_L6	1	Layer 6
cell_6238	Pyramidal_L6	1	Layer 6
cell_4026	Pyramidal_L6	1	Layer 6
cell_991	Pyramidal_L6	1	Layer 6
cell_2499	Pyramidal_L6	1	Layer 6
cell_2412	Pyramidal_L6	1	Layer 6
cell_5195	Pyramidal_L6	1	Layer 6
cell_6360	Pyramidal_L6	1	Layer 6
cell_2398	Pyramidal_L6	1	Layer 6
cell_2416	Pyramidal_L6	1	Layer 6
cell_2476	Pyramidal_L6	1	Layer 6
cell_3977	Pyramidal_L6	1	Layer 6
cell_7666	Pyramidal_L6	1	Layer 6
cell_5180	Pyramidal_L6	1	Layer 6
cell_6385	Pyramidal_L6	1	Layer 6
cell_2449	Pyramidal_L6	1	Layer 6
cell_981	Pyramidal_L6	1	Layer 6
cell_4082	Pyramidal_L6	1	Layer 6
cell_6285	Pyramidal_L6	1	Layer 6
cell_6318	Pyramidal_L6	1	Layer 6
cell_4004	Pyramidal_L6	1	Layer 6
cell_6221	Pyramidal_L6	1	Layer 6
cell_5344	Pyramidal_L6	1	Layer 6
cell_2491	Pyramidal_L6	1	Layer 6
cell_6284	Pyramidal_L6	1	Layer 6
cell_5286	Pyramidal_L6	1	Layer 6
cell_6169	Pyramidal_L6	1	Layer 6
cell_2368	Pyramidal_L6	1	Layer 6
cell_2585	Pyramidal_L6	1	Layer 6
cell_5329	Pyramidal_L6	1	Layer 6
cell_5283	Pyramidal_L6	1	Layer 6
cell_4111	Pyramidal_L6	1	Layer 6
cell_4174	Pyramidal_L6	1	Layer 6
cell_7671	Pyramidal_L6	1	Layer 6
cell_5330	Pyramidal_L6	1	Layer 6
cell_825	Pyramidal_L6	1	Layer 6
cell_7639	Pyramidal_L6	1	Layer 6
cell_5339	Pyramidal_L6	1	Layer 6
cell_5236	Pyramidal_L6	1	Layer 6
cell_6336	Pyramidal_L6	1	Layer 6
cell_2296	Pyramidal_L6	1	Layer 6
cell_2396	Pyramidal_L6	1	Layer 6
cell_3856	Pyramidal_L6	1	Layer 6
cell_5173	Pyramidal_L6	1	Layer 6
cell_2360	Pyramidal_L6	1	Layer 6
cell_6295	Pyramidal_L6	1	Layer 6
cell_4117	Pyramidal_L6	1	Layer 6
cell_7642	Pyramidal_L6	1	Layer 6
cell_905	Pyramidal_L6	1	Layer 6
cell_2606	Pyramidal_L6	1	Layer 6
cell_2214	Pyramidal_L6	1	Layer 6
cell_2179	Pyramidal_L6	1	Layer 6
cell_1010	Pyramidal_L6	1	Layer 6
cell_2247	Pyramidal_L6	1	Layer 6
cell_4030	Pyramidal_L6	1	Layer 6
cell_4119	Pyramidal_L6	1	Layer 6
cell_6298	Pyramidal_L6	1	Layer 6
cell_5349	Pyramidal_L6	1	Layer 6
cell_5193	Pyramidal_L6	1	Layer 6
cell_3437	Pyramidal_L6	1	Layer 2-3 medial
cell_6391	Pyramidal_L6	1	Layer 6
cell_6397	Pyramidal_L6	1	Layer 6
cell_7669	Pyramidal_L6	1	Layer 6
cell_5287	Pyramidal_L6	1	Layer 6
cell_5342	Pyramidal_L6	1	Layer 6
cell_5315	Pyramidal_L6	1	Layer 6
cell_6235	Pyramidal_L6	1	Layer 6
cell_6264	Pyramidal_L6	1	Layer 6
cell_2610	Pyramidal_L6	1	Layer 6
cell_3935	Pyramidal_L6	1	Layer 6
cell_4073	Pyramidal_L6	1	Layer 6
cell_4017	Pyramidal_L6	1	Layer 6
cell_5337	Pyramidal_L6	1	Layer 6
cell_883	Pyramidal_L6	1	Layer 6
cell_7380	Pyramidal_L6	1	Layer 6
cell_2361	Pyramidal_L6	1	Layer 6
cell_5265	Pyramidal_L6	1	Layer 6
cell_2459	Pyramidal_L6	1	Layer 6
cell_2272	Pyramidal_L6	1	Layer 6
cell_5167	Pyramidal_L6	1	Layer 6
cell_2336	Pyramidal_L6	1	Layer 6
cell_2374	Pyramidal_L6	1	Layer 6
cell_5385	Pyramidal_L6	1	Layer 6
cell_876	Pyramidal_L6	1	Layer 6
cell_6421	Pyramidal_L6	1	Layer 6
cell_5276	Pyramidal_L6	1	Layer 6
cell_4190	Pyramidal_L6	1	Layer 6
cell_5084	Pyramidal_L6	1	Layer 6
cell_5322	Pyramidal_L6	1	Layer 6
cell_6256	Pyramidal_L6	1	Layer 6
cell_6272	Pyramidal_L6	1	Layer 6
cell_2254	Pyramidal_L6	1	Layer 6
cell_6334	Pyramidal_L6	1	Layer 6
cell_6379	Pyramidal_L6	1	Layer 6
cell_872	Pyramidal_L6	1	Layer 6
cell_7378	Pyramidal_L6	1	Layer 6
cell_7365	Pyramidal_L6	1	Layer 6
cell_2341	Pyramidal_L6	1	Layer 6
cell_6352	Pyramidal_L6	1	Layer 6
cell_4161	Pyramidal_L6	1	Layer 6
cell_5224	Pyramidal_L6	1	Layer 6
cell_5154	Pyramidal_L6	1	Layer 6
cell_823	Pyramidal_L6	1	Layer 6
cell_6253	Pyramidal_L6	1	Layer 6
cell_3921	Pyramidal_L6	1	Layer 6
cell_4013	Pyramidal_L6	1	Layer 6
cell_5291	Pyramidal_L6	1	Layer 6
cell_2384	Pyramidal_L6	1	Layer 6
cell_5100	Pyramidal_L6	1	Layer 6
cell_2240	Pyramidal_L6	1	Layer 6
cell_5220	Pyramidal_L6	1	Layer 6
cell_2428	Pyramidal_L6	1	Layer 6
cell_908	Pyramidal_L6	1	Layer 6
cell_6395	Pyramidal_L6	1	Layer 6
cell_6259	Pyramidal_L6	1	Layer 6
cell_5253	Pyramidal_L6	1	Layer 6
cell_900	Pyramidal_L6	1	Layer 6
cell_7658	Pyramidal_L6	1	Layer 6
cell_833	Pyramidal_L6	1	Layer 6
cell_2438	Pyramidal_L6	1	Layer 6
cell_3870	Pyramidal_L6	1	Layer 6
cell_3962	Pyramidal_L6	1	Layer 6
cell_7634	Pyramidal_L6	1	Layer 6
cell_6363	Pyramidal_L6	1	Layer 6
cell_5182	Pyramidal_L6	1	Layer 6
cell_5211	Pyramidal_L6	1	Layer 6
cell_6378	Pyramidal_L6	1	Layer 6
cell_6348	Pyramidal_L6	1	Layer 6
cell_2458	Pyramidal_L6	1	Layer 6
cell_6404	Pyramidal_L6	1	Layer 6
cell_7646	Pyramidal_L6	1	Layer 6
cell_5141	Pyramidal_L6	1	Layer 6
cell_760	Pyramidal_L6	1	Layer 6
cell_6309	Pyramidal_L6	1	Layer 6
cell_6311	Pyramidal_L6	1	Layer 6
cell_771	Pyramidal_L6	1	Layer 6
cell_4101	Pyramidal_L6	1	Layer 6
cell_6424	Pyramidal_L6	1	Layer 6
cell_2318	Pyramidal_L6	1	Layer 6
cell_2456	Pyramidal_L6	1	Layer 6
cell_6287	Pyramidal_L6	1	Layer 6
cell_4043	Pyramidal_L6	1	Layer 6
cell_2277	Pyramidal_L6	1	Layer 6
cell_882	Pyramidal_L6	1	Layer 6
cell_4034	Pyramidal_L6	1	Layer 6
cell_7332	Pyramidal_L6	1	Layer 6
cell_2362	Pyramidal_L6	1	Layer 6
cell_865	Pyramidal_L6	1	Layer 6
cell_5218	Pyramidal_L6	1	Layer 6
cell_784	Pyramidal_L6	1	Layer 6
cell_5372	Pyramidal_L6	1	Layer 6
cell_2436	Pyramidal_L6	1	Layer 6
cell_859	Pyramidal_L6	1	Layer 6
cell_3998	Pyramidal_L6	1	Layer 6
cell_5191	Pyramidal_L6	1	Layer 6
cell_4153	Pyramidal_L6	1	Layer 6
cell_5377	Pyramidal_L6	1	Layer 6
cell_6310	Pyramidal_L6	1	Layer 6
cell_2496	Pyramidal_L6	1	Layer 6
cell_2337	Pyramidal_L6	1	Layer 6
cell_4158	Pyramidal_L6	1	Layer 6
cell_6273	Pyramidal_L6	1	Layer 6
cell_2266	Pyramidal_L6	1	Layer 6
cell_780	Pyramidal_L6	1	Layer 6
cell_2442	Pyramidal_L6	1	Layer 6
cell_6374	Pyramidal_L6	1	Layer 6
cell_6328	Pyramidal_L6	1	Layer 6
cell_6343	Pyramidal_L6	1	Layer 6
cell_6301	Pyramidal_L6	1	Layer 6
cell_5174	Pyramidal_L6	1	Layer 6
cell_878	Pyramidal_L6	1	Layer 6
cell_6261	Pyramidal_L6	1	Layer 6
cell_3920	Pyramidal_L6	1	Layer 6
cell_2548	Pyramidal_L6	1	Layer 6
cell_5298	Pyramidal_L6	1	Layer 6
cell_6321	Pyramidal_L6	1	Layer 6
cell_5179	Pyramidal_L6	1	Layer 6
cell_5325	Pyramidal_L6	1	Layer 6
cell_7660	Pyramidal_L6	1	Layer 6
cell_5227	Pyramidal_L6	1	Layer 6
cell_2335	Pyramidal_L6	1	Layer 6
cell_5129	Pyramidal_L6	1	Layer 6
cell_6425	Pyramidal_L6	1	Layer 6
cell_6436	Pyramidal_L6	1	Layer 6
cell_2184	Pyramidal_L6	1	Layer 6
cell_6429	Pyramidal_L6	1	Layer 6
cell_6386	Pyramidal_L6	1	Layer 6
cell_5223	Pyramidal_L6	1	Layer 6
cell_6304	Pyramidal_L6	1	Layer 6
cell_6223	Pyramidal_L6	1	Layer 6
cell_4059	Pyramidal_L6	1	Layer 6
cell_2363	Pyramidal_L6	1	Layer 6
cell_7364	Pyramidal_L6	1	Layer 6
cell_2525	Pyramidal_L6	1	Layer 6
cell_2393	Pyramidal_L6	1	Layer 6
cell_6393	Pyramidal_L6	1	Layer 6
cell_6407	Pyramidal_L6	1	Layer 6
cell_923	Pyramidal_L6	1	Layer 6
cell_4099	Pyramidal_L6	1	Layer 6
cell_4229	Pyramidal_L6	1	Layer 6
cell_862	Pyramidal_L6	1	Layer 6
cell_2353	Pyramidal_L6	1	Layer 6
cell_6293	Pyramidal_L6	1	Layer 6
cell_6362	Pyramidal_L6	1	Layer 6
cell_6208	Pyramidal_L6	1	Layer 6
cell_4152	Pyramidal_L6	1	Layer 6
cell_5266	Pyramidal_L6	1	Layer 6
cell_835	Pyramidal_L6	1	Layer 6
cell_5378	Pyramidal_L6	1	Layer 6
