CellID	ClusterName	ClusterID	Region
cell_5021	Oligodendrocyte_Precursor_cells	32	Layer 5
cell_4430	Oligodendrocyte_Precursor_cells	32	White matter
cell_796	Oligodendrocyte_Precursor_cells	32	Layer 6
cell_4963	Oligodendrocyte_Precursor_cells	32	Layer 4
cell_5499	Oligodendrocyte_Precursor_cells	32	Hippocampus
cell_4590	Oligodendrocyte_Precursor_cells	32	Pia Layer 1
cell_6600	Oligodendrocyte_Precursor_cells	32	Pia Layer 1
cell_223	Oligodendrocyte_Precursor_cells	32	Layer 2-3 lateral
cell_6481	Oligodendrocyte_Precursor_cells	32	White matter
cell_2995	Oligodendrocyte_Precursor_cells	32	White matter
cell_207	Oligodendrocyte_Precursor_cells	32	Layer 2-3 lateral
cell_3027	Oligodendrocyte_Precursor_cells	32	White matter
cell_4542	Oligodendrocyte_Precursor_cells	32	Pia Layer 1
cell_2830	Oligodendrocyte_Precursor_cells	32	White matter
cell_378	Oligodendrocyte_Precursor_cells	32	Layer 2-3 lateral
cell_4631	Oligodendrocyte_Precursor_cells	32	Layer 2-3 medial
cell_1000	Oligodendrocyte_Precursor_cells	32	Layer 6
cell_4220	Oligodendrocyte_Precursor_cells	32	White matter
cell_4738	Oligodendrocyte_Precursor_cells	32	Layer 4
cell_1564	Oligodendrocyte_Precursor_cells	32	Pia Layer 1
cell_4454	Oligodendrocyte_Precursor_cells	32	White matter
cell_4245	Oligodendrocyte_Precursor_cells	32	White matter
cell_4547	Oligodendrocyte_Precursor_cells	32	Pia Layer 1
cell_282	Oligodendrocyte_Precursor_cells	32	Layer 2-3 lateral
cell_7830	Oligodendrocyte_Precursor_cells	32	Hippocampus
cell_4255	Oligodendrocyte_Precursor_cells	32	Hippocampus
cell_6176	Oligodendrocyte_Precursor_cells	32	Layer 6
cell_353	Oligodendrocyte_Precursor_cells	32	Layer 4
cell_3033	Oligodendrocyte_Precursor_cells	32	White matter
cell_5060	Oligodendrocyte_Precursor_cells	32	Layer 5
cell_3689	Oligodendrocyte_Precursor_cells	32	Layer 4
cell_3070	Oligodendrocyte_Precursor_cells	32	White matter
cell_4967	Oligodendrocyte_Precursor_cells	32	Layer 4
cell_2477	Oligodendrocyte_Precursor_cells	32	Layer 6
cell_3675	Oligodendrocyte_Precursor_cells	32	Layer 4
cell_2495	Oligodendrocyte_Precursor_cells	32	Layer 6
cell_7925	Oligodendrocyte_Precursor_cells	32	Hippocampus
cell_5999	Oligodendrocyte_Precursor_cells	32	Layer 4
cell_839	Oligodendrocyte_Precursor_cells	32	Layer 6
cell_4288	Oligodendrocyte_Precursor_cells	32	Hippocampus
cell_2047	Oligodendrocyte_Precursor_cells	32	Layer 4
cell_6205	Oligodendrocyte_Precursor_cells	32	Layer 5
cell_4554	Oligodendrocyte_Precursor_cells	32	Layer 2-3 medial
cell_1694	Oligodendrocyte_Precursor_cells	32	Layer 2-3 lateral
cell_1051	Oligodendrocyte_Precursor_cells	32	White matter
cell_4462	Oligodendrocyte_Precursor_cells	32	White matter
cell_5264	Oligodendrocyte_Precursor_cells	32	Layer 5
cell_4555	Oligodendrocyte_Precursor_cells	32	Layer 2-3 medial
cell_1578	Oligodendrocyte_Precursor_cells	32	Pia Layer 1
cell_3074	Oligodendrocyte_Precursor_cells	32	White matter
cell_1628	Oligodendrocyte_Precursor_cells	32	Layer 2-3 lateral
cell_2381	Oligodendrocyte_Precursor_cells	32	Layer 6
cell_3248	Oligodendrocyte_Precursor_cells	32	White matter
cell_4774	Oligodendrocyte_Precursor_cells	32	Layer 2-3 medial
cell_4473	Oligodendrocyte_Precursor_cells	32	White matter
cell_4938	Oligodendrocyte_Precursor_cells	32	Layer 4
cell_2752	Oligodendrocyte_Precursor_cells	32	Hippocampus
cell_1760	Oligodendrocyte_Precursor_cells	32	Layer 2-3 lateral
cell_2150	Oligodendrocyte_Precursor_cells	32	Layer 5
cell_4544	Oligodendrocyte_Precursor_cells	32	Pia Layer 1
cell_5709	Oligodendrocyte_Precursor_cells	32	Layer 2-3 medial
cell_3052	Oligodendrocyte_Precursor_cells	32	White matter
cell_698	Oligodendrocyte_Precursor_cells	32	Layer 5
cell_7059	Oligodendrocyte_Precursor_cells	32	Layer 4
cell_1420	Oligodendrocyte_Precursor_cells	32	Internal Capsule Caudoputamen
cell_5876	Oligodendrocyte_Precursor_cells	32	Layer 4
cell_4940	Oligodendrocyte_Precursor_cells	32	Layer 4
cell_1558	Oligodendrocyte_Precursor_cells	32	Pia Layer 1
cell_6450	Oligodendrocyte_Precursor_cells	32	Layer 6
cell_190	Oligodendrocyte_Precursor_cells	32	Layer 2-3 lateral
cell_3030	Oligodendrocyte_Precursor_cells	32	White matter
cell_1008	Oligodendrocyte_Precursor_cells	32	White matter
cell_590	Oligodendrocyte_Precursor_cells	32	Layer 4
cell_6589	Oligodendrocyte_Precursor_cells	32	Pia Layer 1
cell_5316	Oligodendrocyte_Precursor_cells	32	White matter
cell_7337	Oligodendrocyte_Precursor_cells	32	Layer 5
cell_3206	Oligodendrocyte_Precursor_cells	32	White matter
cell_917	Oligodendrocyte_Precursor_cells	32	Layer 6
cell_5205	Oligodendrocyte_Precursor_cells	32	Layer 6
cell_128	Oligodendrocyte_Precursor_cells	32	Layer 4
cell_3744	Oligodendrocyte_Precursor_cells	32	Layer 5
cell_6532	Oligodendrocyte_Precursor_cells	32	Hippocampus
cell_24	Oligodendrocyte_Precursor_cells	32	Layer 2-3 lateral
cell_3059	Oligodendrocyte_Precursor_cells	32	White matter
cell_6070	Oligodendrocyte_Precursor_cells	32	Layer 5
cell_5153	Oligodendrocyte_Precursor_cells	32	Layer 6
cell_2721	Oligodendrocyte_Precursor_cells	32	White matter
cell_6128	Oligodendrocyte_Precursor_cells	32	Layer 4
cell_2974	Oligodendrocyte_Precursor_cells	32	White matter
cell_3974	Oligodendrocyte_Precursor_cells	32	Layer 6
cell_1221	Oligodendrocyte_Precursor_cells	32	White matter
cell_433	Oligodendrocyte_Precursor_cells	32	Layer 4
cell_6154	Oligodendrocyte_Precursor_cells	32	Layer 4
cell_4455	Oligodendrocyte_Precursor_cells	32	White matter
cell_1714	Oligodendrocyte_Precursor_cells	32	Layer 2-3 lateral
cell_3993	Oligodendrocyte_Precursor_cells	32	Layer 6
cell_2849	Oligodendrocyte_Precursor_cells	32	White matter
cell_1513	Oligodendrocyte_Precursor_cells	32	White matter
cell_5248	Oligodendrocyte_Precursor_cells	32	Layer 6
cell_2308	Oligodendrocyte_Precursor_cells	32	Layer 6
cell_7833	Oligodendrocyte_Precursor_cells	32	Hippocampus
cell_6224	Oligodendrocyte_Precursor_cells	32	Layer 6
cell_2345	Oligodendrocyte_Precursor_cells	32	Layer 6
cell_2377	Oligodendrocyte_Precursor_cells	32	Layer 6
cell_2185	Oligodendrocyte_Precursor_cells	32	Layer 4
cell_2415	Oligodendrocyte_Precursor_cells	32	Layer 6
cell_5076	Oligodendrocyte_Precursor_cells	32	Layer 5
cell_6141	Oligodendrocyte_Precursor_cells	32	Layer 5
cell_6587	Oligodendrocyte_Precursor_cells	32	Hippocampus
cell_231	Oligodendrocyte_Precursor_cells	32	Layer 2-3 lateral
cell_5145	Oligodendrocyte_Precursor_cells	32	Layer 6
cell_6041	Oligodendrocyte_Precursor_cells	32	Layer 4
cell_2865	Oligodendrocyte_Precursor_cells	32	White matter
cell_2222	Oligodendrocyte_Precursor_cells	32	Layer 5
cell_3621	Oligodendrocyte_Precursor_cells	32	Layer 4
cell_2861	Oligodendrocyte_Precursor_cells	32	White matter
cell_2872	Oligodendrocyte_COP	33	Ventricle
cell_2913	Oligodendrocyte_COP	33	White matter
cell_2955	Oligodendrocyte_COP	33	White matter
cell_3247	Oligodendrocyte_COP	33	White matter
cell_4147	Oligodendrocyte_COP	33	White matter
cell_5772	Oligodendrocyte_COP	33	Layer 2-3 medial
cell_1367	Oligodendrocyte_COP	33	Ventricle
cell_1520	Oligodendrocyte_COP	33	White matter
cell_1098	Oligodendrocyte_COP	33	Internal Capsule Caudoputamen
cell_168	Oligodendrocyte_COP	33	Pia Layer 1
cell_4135	Oligodendrocyte_COP	33	Layer 6
cell_1215	Oligodendrocyte_COP	33	White matter
cell_261	Oligodendrocyte_COP	33	Layer 2-3 lateral
cell_1492	Oligodendrocyte_COP	33	White matter
cell_3955	Oligodendrocyte_COP	33	Layer 6
cell_11	Oligodendrocyte_COP	33	Pia Layer 1
cell_551	Oligodendrocyte_COP	33	Layer 4
cell_4014	Oligodendrocyte_COP	33	Layer 6
cell_2933	Oligodendrocyte_COP	33	White matter
cell_5856	Oligodendrocyte_COP	33	Layer 2-3 medial
cell_6593	Oligodendrocyte_COP	33	Pia Layer 1
cell_4150	Oligodendrocyte_COP	33	White matter
cell_1467	Oligodendrocyte_COP	33	White matter
cell_3081	Oligodendrocyte_COP	33	White matter
cell_1287	Oligodendrocyte_COP	33	Internal Capsule Caudoputamen
cell_5297	Oligodendrocyte_COP	33	White matter
cell_4164	Oligodendrocyte_COP	33	White matter
cell_2803	Oligodendrocyte_COP	33	White matter
cell_1088	Oligodendrocyte_COP	33	White matter
cell_5534	Oligodendrocyte_COP	33	Hippocampus
cell_4171	Oligodendrocyte_COP	33	Layer 6
cell_2937	Oligodendrocyte_COP	33	White matter
cell_2178	Oligodendrocyte_COP	33	Layer 5
cell_6030	Oligodendrocyte_COP	33	Layer 4
cell_7048	Oligodendrocyte_COP	33	Layer 4
cell_439	Oligodendrocyte_COP	33	Layer 4
cell_4297	Oligodendrocyte_COP	33	White matter
cell_5627	Oligodendrocyte_COP	33	Pia Layer 1
cell_2835	Oligodendrocyte_COP	33	White matter
cell_2521	Oligodendrocyte_COP	33	Layer 6
cell_1368	Oligodendrocyte_COP	33	Ventricle
cell_4616	Oligodendrocyte_COP	33	Layer 2-3 medial
cell_2595	Oligodendrocyte_COP	33	Layer 6
cell_2873	Oligodendrocyte_COP	33	Ventricle
cell_2981	Oligodendrocyte_COP	33	White matter
cell_5065	Oligodendrocyte_COP	33	Layer 6
cell_3015	Oligodendrocyte_COP	33	White matter
cell_165	Oligodendrocyte_COP	33	Pia Layer 1
cell_941	Oligodendrocyte_COP	33	Layer 6
cell_5217	Oligodendrocyte_COP	33	Layer 6
cell_2939	Oligodendrocyte_COP	33	White matter
cell_1741	Oligodendrocyte_COP	33	Layer 2-3 lateral
cell_2968	Oligodendrocyte_COP	33	White matter
cell_1503	Oligodendrocyte_COP	33	White matter
cell_5215	Oligodendrocyte_COP	33	Layer 6
cell_1216	Oligodendrocyte_COP	33	White matter
cell_5596	Oligodendrocyte_COP	33	Pia Layer 1
cell_115	Oligodendrocyte_COP	33	Layer 2-3 lateral
cell_5131	Oligodendrocyte_COP	33	Layer 6
cell_2929	Oligodendrocyte_COP	33	White matter
cell_2607	Oligodendrocyte_COP	33	White matter
cell_2869	Oligodendrocyte_COP	33	Ventricle
cell_6482	Oligodendrocyte_COP	33	Hippocampus
cell_4969	Oligodendrocyte_COP	33	Layer 5
cell_2562	Oligodendrocyte_COP	33	Layer 6
cell_6022	Oligodendrocyte_COP	33	Layer 4
cell_2998	Oligodendrocyte_COP	33	White matter
cell_7040	Oligodendrocyte_COP	33	Layer 4
cell_4842	Oligodendrocyte_COP	33	Layer 2-3 medial
cell_2640	Oligodendrocyte_COP	33	White matter
cell_1214	Oligodendrocyte_COP	33	White matter
cell_3233	Oligodendrocyte_COP	33	Ventricle
cell_2177	Oligodendrocyte_COP	33	Layer 5
cell_4200	Oligodendrocyte_COP	33	White matter
cell_1129	Oligodendrocyte_COP	33	White matter
cell_2800	Oligodendrocyte_COP	33	White matter
cell_942	Oligodendrocyte_COP	33	Layer 6
cell_3256	Oligodendrocyte_COP	33	White matter
cell_6307	Oligodendrocyte_COP	33	Layer 6
cell_2009	Oligodendrocyte_COP	33	Layer 4
cell_4947	Oligodendrocyte_COP	33	Layer 5
cell_1378	Oligodendrocyte_COP	33	Ventricle
cell_1556	Oligodendrocyte_COP	33	Pia Layer 1
cell_1916	Oligodendrocyte_COP	33	Layer 4
cell_1183	Oligodendrocyte_COP	33	White matter
cell_3260	Oligodendrocyte_COP	33	White matter
cell_6375	Oligodendrocyte_COP	33	Layer 6
cell_2870	Oligodendrocyte_COP	33	Ventricle
cell_1557	Oligodendrocyte_COP	33	Pia Layer 1
cell_1417	Oligodendrocyte_COP	33	Internal Capsule Caudoputamen
cell_2892	Oligodendrocyte_COP	33	White matter
cell_2915	Oligodendrocyte_COP	33	White matter
cell_1052	Oligodendrocyte_COP	33	White matter
cell_327	Oligodendrocyte_COP	33	Layer 3-4
cell_3239	Oligodendrocyte_COP	33	White matter
cell_637	Oligodendrocyte_COP	33	Layer 4
cell_5105	Oligodendrocyte_COP	33	Layer 5
cell_2680	Oligodendrocyte_COP	33	White matter
cell_1582	Oligodendrocyte_COP	33	Layer 2-3 lateral
cell_5326	Oligodendrocyte_COP	33	Layer 6
cell_2931	Oligodendrocyte_COP	33	White matter
cell_2690	Oligodendrocyte_COP	33	White matter
cell_1038	Oligodendrocyte_COP	33	White matter
cell_6240	Oligodendrocyte_COP	33	Layer 6
cell_6563	Oligodendrocyte_COP	33	Hippocampus
cell_5270	Oligodendrocyte_COP	33	Layer 6
cell_3193	Oligodendrocyte_COP	33	White matter
cell_7038	Oligodendrocyte_COP	33	Layer 4
cell_2926	Oligodendrocyte_COP	33	White matter
cell_6020	Oligodendrocyte_COP	33	Layer 4
cell_3916	Oligodendrocyte_COP	33	Layer 6
cell_1692	Oligodendrocyte_COP	33	Layer 3-4
cell_2990	Oligodendrocyte_COP	33	White matter
cell_912	Oligodendrocyte_COP	33	White matter
cell_3474	Oligodendrocyte_COP	33	Layer 2-3 medial
cell_2992	Oligodendrocyte_COP	33	White matter
cell_2514	Oligodendrocyte_COP	33	White matter
cell_1412	Oligodendrocyte_COP	33	Internal Capsule Caudoputamen
cell_6485	Oligodendrocyte_COP	33	Hippocampus
cell_2954	Oligodendrocyte_COP	33	White matter
cell_3040	Oligodendrocyte_COP	33	White matter
cell_3301	Oligodendrocyte_COP	33	Pia Layer 1
cell_2617	Oligodendrocyte_COP	33	White matter
cell_866	Oligodendrocyte_COP	33	Layer 6
cell_2817	Oligodendrocyte_COP	33	White matter
cell_1482	Oligodendrocyte_COP	33	White matter
cell_2802	Oligodendrocyte_COP	33	White matter
cell_4374	Oligodendrocyte_COP	33	Hippocampus
cell_328	Oligodendrocyte_COP	33	Layer 3-4
cell_1521	Oligodendrocyte_COP	33	White matter
cell_2911	Oligodendrocyte_COP	33	White matter
cell_6415	Oligodendrocyte_COP	33	White matter
cell_10	Oligodendrocyte_COP	33	Pia Layer 1
cell_4608	Oligodendrocyte_COP	33	Layer 2-3 medial
cell_1483	Oligodendrocyte_COP	33	White matter
cell_1691	Oligodendrocyte_COP	33	Layer 3-4
cell_2804	Oligodendrocyte_COP	33	White matter
cell_5296	Oligodendrocyte_COP	33	White matter
cell_5293	Oligodendrocyte_COP	33	White matter
cell_5380	Oligodendrocyte_COP	33	White matter
cell_3003	Oligodendrocyte_COP	33	White matter
cell_7625	Oligodendrocyte_COP	33	White matter
cell_2568	Oligodendrocyte_COP	33	White matter
cell_1434	Oligodendrocyte_COP	33	White matter
cell_1073	Oligodendrocyte_COP	33	White matter
cell_3839	Oligodendrocyte_COP	33	Layer 5
cell_3029	Oligodendrocyte_COP	33	White matter
cell_7374	Oligodendrocyte_COP	33	Layer 5
cell_3261	Oligodendrocyte_COP	33	White matter
cell_3652	Oligodendrocyte_COP	33	Layer 3-4
cell_1218	Oligodendrocyte_COP	33	White matter
cell_2986	Oligodendrocyte_COP	33	White matter
cell_2608	Oligodendrocyte_COP	33	White matter
cell_2611	Oligodendrocyte_COP	33	White matter
cell_2871	Oligodendrocyte_COP	33	Ventricle
cell_5121	Oligodendrocyte_COP	33	Layer 6
cell_6389	Oligodendrocyte_COP	33	White matter
cell_4151	Oligodendrocyte_COP	33	White matter
cell_2705	Oligodendrocyte_COP	33	White matter
cell_1231	Oligodendrocyte_COP	33	White matter
cell_2289	Oligodendrocyte_COP	33	Layer 6
cell_2650	Oligodendrocyte_COP	33	White matter
cell_3082	Oligodendrocyte_COP	33	White matter
cell_2561	Oligodendrocyte_COP	33	Layer 6
cell_3019	Oligodendrocyte_COP	33	White matter
cell_2801	Oligodendrocyte_COP	33	White matter
cell_2441	Oligodendrocyte_COP	33	Layer 6
cell_3026	Oligodendrocyte_COP	33	White matter
cell_3317	Oligodendrocyte_COP	33	Layer 2-3 medial
cell_1135	Oligodendrocyte_COP	33	White matter
cell_1217	Oligodendrocyte_COP	33	White matter
cell_2673	Oligodendrocyte_NF	30	White matter
cell_5427	Oligodendrocyte_NF	30	Layer 6
cell_2706	Oligodendrocyte_NF	30	White matter
cell_3237	Oligodendrocyte_NF	30	White matter
cell_4293	Oligodendrocyte_NF	30	White matter
cell_2712	Oligodendrocyte_NF	30	White matter
cell_3232	Oligodendrocyte_NF	30	White matter
cell_5420	Oligodendrocyte_NF	30	White matter
cell_4485	Oligodendrocyte_NF	30	White matter
cell_2658	Oligodendrocyte_NF	30	White matter
cell_6006	Oligodendrocyte_NF	30	Layer 4
cell_1065	Oligodendrocyte_NF	30	White matter
cell_4488	Oligodendrocyte_NF	30	White matter
cell_2730	Oligodendrocyte_NF	30	White matter
cell_4440	Oligodendrocyte_NF	30	White matter
cell_3037	Oligodendrocyte_NF	30	White matter
cell_5416	Oligodendrocyte_NF	30	White matter
cell_3174	Oligodendrocyte_NF	30	White matter
cell_2676	Oligodendrocyte_NF	30	White matter
cell_5400	Oligodendrocyte_NF	30	White matter
cell_5609	Oligodendrocyte_NF	30	Pia Layer 1
cell_5619	Oligodendrocyte_NF	30	Pia Layer 1
cell_4129	Oligodendrocyte_NF	30	Layer 6
cell_675	Oligodendrocyte_NF	30	Layer 4
cell_1089	Oligodendrocyte_NF	30	White matter
cell_3227	Oligodendrocyte_NF	30	Ventricle
cell_6730	Oligodendrocyte_NF	30	Layer 2-3 medial
cell_3225	Oligodendrocyte_NF	30	Ventricle
cell_6604	Oligodendrocyte_NF	30	Pia Layer 1
cell_4225	Oligodendrocyte_NF	30	Layer 6
cell_3236	Oligodendrocyte_NF	30	Ventricle
cell_4922	Oligodendrocyte_NF	30	Layer 4
cell_6760	Oligodendrocyte_NF	30	Pia Layer 1
cell_5402	Oligodendrocyte_NF	30	White matter
cell_4192	Oligodendrocyte_NF	30	White matter
cell_2660	Oligodendrocyte_NF	30	White matter
cell_1067	Oligodendrocyte_NF	30	White matter
cell_4615	Oligodendrocyte_NF	30	Layer 2-3 medial
cell_6024	Oligodendrocyte_NF	30	Layer 4
cell_4290	Oligodendrocyte_NF	30	White matter
cell_3150	Oligodendrocyte_NF	30	White matter
cell_6747	Oligodendrocyte_NF	30	Layer 2-3 medial
cell_5621	Oligodendrocyte_NF	30	Pia Layer 1
cell_5418	Oligodendrocyte_NF	30	White matter
cell_3240	Oligodendrocyte_NF	30	White matter
cell_2684	Oligodendrocyte_NF	30	White matter
cell_4247	Oligodendrocyte_NF	30	White matter
cell_4475	Oligodendrocyte_NF	30	White matter
cell_1655	Oligodendrocyte_NF	30	Layer 2-3 medial
cell_2863	Oligodendrocyte_NF	30	White matter
cell_3278	Oligodendrocyte_NF	30	White matter
cell_1605	Oligodendrocyte_NF	30	Layer 2-3 lateral
cell_3032	Oligodendrocyte_NF	30	White matter
cell_6367	Oligodendrocyte_NF	30	Layer 6
cell_5394	Oligodendrocyte_NF	30	White matter
cell_3925	Oligodendrocyte_NF	30	Layer 6
cell_4292	Oligodendrocyte_NF	30	White matter
cell_3231	Oligodendrocyte_NF	30	Ventricle
cell_6494	Oligodendrocyte_NF	30	White matter
cell_3494	Oligodendrocyte_NF	30	Layer 2-3 medial
cell_2661	Oligodendrocyte_NF	30	White matter
cell_2639	Oligodendrocyte_NF	30	White matter
cell_5777	Oligodendrocyte_NF	30	Layer 2-3 medial
cell_2631	Oligodendrocyte_NF	30	White matter
cell_2675	Oligodendrocyte_NF	30	White matter
cell_3016	Oligodendrocyte_NF	30	White matter
cell_3761	Oligodendrocyte_NF	30	Layer 4
cell_3007	Oligodendrocyte_NF	30	White matter
cell_2685	Oligodendrocyte_NF	30	White matter
cell_3228	Oligodendrocyte_NF	30	Ventricle
cell_3265	Oligodendrocyte_NF	30	White matter
cell_3212	Oligodendrocyte_NF	30	Ventricle
cell_3275	Oligodendrocyte_NF	30	White matter
cell_5814	Oligodendrocyte_NF	30	Layer 2-3 medial
cell_5411	Oligodendrocyte_NF	30	White matter
cell_7042	Oligodendrocyte_NF	30	Layer 4
cell_6368	Oligodendrocyte_NF	30	Layer 6
cell_6493	Oligodendrocyte_NF	30	White matter
cell_2590	Oligodendrocyte_NF	30	Layer 6
cell_2096	Oligodendrocyte_NF	30	Layer 4
cell_2825	Oligodendrocyte_NF	30	White matter
cell_3185	Oligodendrocyte_NF	30	Ventricle
cell_5618	Oligodendrocyte_NF	30	Pia Layer 1
cell_1808	Oligodendrocyte_NF	30	Layer 4
cell_5415	Oligodendrocyte_NF	30	White matter
cell_5424	Oligodendrocyte_NF	30	White matter
cell_5407	Oligodendrocyte_NF	30	White matter
cell_4234	Oligodendrocyte_MF	22	White matter
cell_4269	Oligodendrocyte_MF	22	White matter
cell_1212	Oligodendrocyte_MF	22	White matter
cell_7672	Oligodendrocyte_MF	22	White matter
cell_3290	Oligodendrocyte_MF	22	White matter
cell_3067	Oligodendrocyte_MF	22	White matter
cell_6418	Oligodendrocyte_MF	22	Layer 6
cell_1053	Oligodendrocyte_MF	22	White matter
cell_3084	Oligodendrocyte_MF	22	White matter
cell_2978	Oligodendrocyte_MF	22	White matter
cell_5529	Oligodendrocyte_MF	22	Hippocampus
cell_1371	Oligodendrocyte_MF	22	Ventricle
cell_6260	Oligodendrocyte_MF	22	Layer 6
cell_5360	Oligodendrocyte_MF	22	Layer 6
cell_2744	Oligodendrocyte_MF	22	White matter
cell_1525	Oligodendrocyte_MF	22	White matter
cell_3213	Oligodendrocyte_MF	22	White matter
cell_3090	Oligodendrocyte_MF	22	White matter
cell_2971	Oligodendrocyte_MF	22	White matter
cell_3785	Oligodendrocyte_MF	22	Layer 4
cell_1469	Oligodendrocyte_MF	22	White matter
cell_3086	Oligodendrocyte_MF	22	White matter
cell_1453	Oligodendrocyte_MF	22	White matter
cell_5425	Oligodendrocyte_MF	22	White matter
cell_1523	Oligodendrocyte_MF	22	White matter
cell_831	Oligodendrocyte_MF	22	Layer 6
cell_1193	Oligodendrocyte_MF	22	White matter
cell_1066	Oligodendrocyte_MF	22	White matter
cell_7650	Oligodendrocyte_MF	22	White matter
cell_3089	Oligodendrocyte_MF	22	White matter
cell_2279	Oligodendrocyte_MF	22	Layer 6
cell_3902	Oligodendrocyte_MF	22	Layer 6
cell_2124	Oligodendrocyte_MF	22	Layer 4
cell_1747	Oligodendrocyte_MF	22	Layer 4
cell_4483	Oligodendrocyte_MF	22	White matter
cell_1169	Oligodendrocyte_MF	22	Internal Capsule Caudoputamen
cell_4479	Oligodendrocyte_MF	22	White matter
cell_4459	Oligodendrocyte_MF	22	White matter
cell_3056	Oligodendrocyte_MF	22	White matter
cell_3255	Oligodendrocyte_MF	22	White matter
cell_1175	Oligodendrocyte_MF	22	White matter
cell_3277	Oligodendrocyte_MF	22	White matter
cell_1528	Oligodendrocyte_MF	22	White matter
cell_1239	Oligodendrocyte_MF	22	Internal Capsule Caudoputamen
cell_1103	Oligodendrocyte_MF	22	White matter
cell_3222	Oligodendrocyte_MF	22	Ventricle
cell_4502	Oligodendrocyte_MF	22	White matter
cell_3234	Oligodendrocyte_MF	22	White matter
cell_4470	Oligodendrocyte_MF	22	White matter
cell_2831	Oligodendrocyte_MF	22	White matter
cell_1224	Oligodendrocyte_MF	22	White matter
cell_3004	Oligodendrocyte_MF	22	White matter
cell_2682	Oligodendrocyte_MF	22	White matter
cell_3113	Oligodendrocyte_MF	22	White matter
cell_5527	Oligodendrocyte_MF	22	Hippocampus
cell_2795	Oligodendrocyte_MF	22	White matter
cell_4460	Oligodendrocyte_MF	22	White matter
cell_2332	Oligodendrocyte_MF	22	Layer 6
cell_4487	Oligodendrocyte_MF	22	White matter
cell_7816	Oligodendrocyte_MF	22	White matter
cell_2749	Oligodendrocyte_MF	22	Hippocampus
cell_1529	Oligodendrocyte_MF	22	White matter
cell_2829	Oligodendrocyte_MF	22	White matter
cell_2909	Oligodendrocyte_MF	22	White matter
cell_3021	Oligodendrocyte_MF	22	White matter
cell_345	Oligodendrocyte_MF	22	Layer 4
cell_1210	Oligodendrocyte_MF	22	White matter
cell_2644	Oligodendrocyte_MF	22	White matter
cell_3269	Oligodendrocyte_MF	22	White matter
cell_756	Oligodendrocyte_MF	22	Layer 4
cell_7673	Oligodendrocyte_MF	22	White matter
cell_3272	Oligodendrocyte_MF	22	White matter
cell_7628	Oligodendrocyte_MF	22	Layer 6
cell_3292	Oligodendrocyte_MF	22	White matter
cell_4772	Oligodendrocyte_MF	22	Layer 2-3 medial
cell_2810	Oligodendrocyte_MF	22	White matter
cell_4126	Oligodendrocyte_MF	22	White matter
cell_2579	Oligodendrocyte_MF	22	Layer 6
cell_4500	Oligodendrocyte_MF	22	White matter
cell_2669	Oligodendrocyte_MF	22	White matter
cell_5447	Oligodendrocyte_MF	22	White matter
cell_3809	Oligodendrocyte_MF	22	Layer 4
cell_5343	Oligodendrocyte_MF	22	White matter
cell_2144	Oligodendrocyte_MF	22	Layer 5
cell_2709	Oligodendrocyte_MF	22	White matter
cell_1366	Oligodendrocyte_MF	22	Ventricle
cell_2718	Oligodendrocyte_MF	22	White matter
cell_1114	Oligodendrocyte_MF	22	White matter
cell_2742	Oligodendrocyte_MF	22	White matter
cell_3125	Oligodendrocyte_MF	22	White matter
cell_3065	Oligodendrocyte_MF	22	White matter
cell_3868	Oligodendrocyte_MF	22	Layer 5
cell_2626	Oligodendrocyte_MF	22	White matter
cell_2743	Oligodendrocyte_MF	22	White matter
cell_3165	Oligodendrocyte_MF	22	White matter
cell_3149	Oligodendrocyte_MF	22	Ventricle
cell_3273	Oligodendrocyte_MF	22	White matter
cell_415	Oligodendrocyte_MF	22	Layer 4
cell_1203	Oligodendrocyte_MF	22	White matter
cell_3843	Oligodendrocyte_MF	22	Layer 6
cell_4286	Oligodendrocyte_MF	22	White matter
cell_4468	Oligodendrocyte_MF	22	White matter
cell_2149	Oligodendrocyte_MF	22	Layer 5
cell_1266	Oligodendrocyte_MF	22	Internal Capsule Caudoputamen
cell_5350	Oligodendrocyte_MF	22	White matter
cell_117	Oligodendrocyte_MF	22	Layer 4
cell_5359	Oligodendrocyte_MF	22	Layer 6
cell_2798	Oligodendrocyte_MF	22	White matter
cell_1526	Oligodendrocyte_MF	22	White matter
cell_3226	Oligodendrocyte_MF	22	White matter
cell_3224	Oligodendrocyte_MF	22	Ventricle
cell_1166	Oligodendrocyte_MF	22	White matter
cell_2333	Oligodendrocyte_MF	22	Layer 6
cell_4482	Oligodendrocyte_MF	22	White matter
cell_1499	Oligodendrocyte_MF	22	White matter
cell_1374	Oligodendrocyte_MF	22	Ventricle
cell_6491	Oligodendrocyte_MF	22	White matter
cell_4417	Oligodendrocyte_MF	22	White matter
cell_3087	Oligodendrocyte_MF	22	White matter
cell_1092	Oligodendrocyte_MF	22	White matter
cell_832	Oligodendrocyte_MF	22	Layer 6
cell_1149	Oligodendrocyte_Mature	21	White matter
cell_994	Oligodendrocyte_Mature	21	Layer 6
cell_5434	Oligodendrocyte_Mature	21	White matter
cell_3230	Oligodendrocyte_Mature	21	Ventricle
cell_2288	Oligodendrocyte_Mature	21	Layer 6
cell_4495	Oligodendrocyte_Mature	21	White matter
cell_2630	Oligodendrocyte_Mature	21	White matter
